year,occupancy_date,overnight_service_type,service_user_count,capacity_type,capacity_actual_bed,occupancy_rate_beds,capacity_actual_room,occupancy_rate_rooms
2024,2024-01-03,Motel/Hotel Shelter,7,Room Based Capacity,NA,NA,7,100
2024,2024-01-03,Shelter,278,Bed Based Capacity,278,100,NA,NA
2024,2024-01-03,Shelter,132,Bed Based Capacity,132,100,NA,NA
2024,2024-01-03,Alternative Space Protocol,6,Bed Based Capacity,6,100,NA,NA
2024,2024-01-03,Alternative Space Protocol,3,Bed Based Capacity,4,75,NA,NA
2024,2024-01-03,Motel/Hotel Shelter,384,Room Based Capacity,NA,NA,323,100
2024,2024-01-03,24-Hour Respite Site,33,Bed Based Capacity,33,100,NA,NA
2024,2024-01-03,Motel/Hotel Shelter,325,Room Based Capacity,NA,NA,161,100
2024,2024-01-03,Shelter,19,Bed Based Capacity,19,100,NA,NA
2024,2024-01-03,Shelter,81,Bed Based Capacity,82,98.78,NA,NA
2024,2024-01-03,Shelter,49,Bed Based Capacity,49,100,NA,NA
2024,2024-01-03,Shelter,45,Bed Based Capacity,45,100,NA,NA
2024,2024-01-03,Shelter,23,Bed Based Capacity,23,100,NA,NA
2024,2024-01-03,24-Hour Respite Site,30,Bed Based Capacity,30,100,NA,NA
2024,2024-01-03,Shelter,54,Bed Based Capacity,54,100,NA,NA
2024,2024-01-03,Shelter,15,Bed Based Capacity,17,88.24,NA,NA
2024,2024-01-03,Shelter,10,Bed Based Capacity,12,83.33,NA,NA
2024,2024-01-03,Shelter,12,Bed Based Capacity,15,80,NA,NA
2024,2024-01-03,24-Hour Women's Drop-in,16,Bed Based Capacity,16,100,NA,NA
2024,2024-01-03,Shelter,20,Bed Based Capacity,20,100,NA,NA
2024,2024-01-03,Shelter,31,Bed Based Capacity,31,100,NA,NA
2024,2024-01-03,Shelter,39,Bed Based Capacity,39,100,NA,NA
2024,2024-01-03,Shelter,30,Bed Based Capacity,30,100,NA,NA
2024,2024-01-03,24-Hour Respite Site,72,Bed Based Capacity,72,100,NA,NA
2024,2024-01-03,Motel/Hotel Shelter,30,Room Based Capacity,NA,NA,30,100
2024,2024-01-03,Shelter,30,Bed Based Capacity,30,100,NA,NA
2024,2024-01-03,Motel/Hotel Shelter,47,Room Based Capacity,NA,NA,33,100
2024,2024-01-03,Shelter,225,Room Based Capacity,NA,NA,77,100
2024,2024-01-03,Shelter,94,Bed Based Capacity,94,100,NA,NA
2024,2024-01-03,Shelter,77,Room Based Capacity,NA,NA,27,92.59
2024,2024-01-03,Shelter,85,Bed Based Capacity,86,98.84,NA,NA
2024,2024-01-03,Motel/Hotel Shelter,97,Room Based Capacity,NA,NA,54,100
2024,2024-01-03,Shelter,78,Bed Based Capacity,78,100,NA,NA
2024,2024-01-03,Motel/Hotel Shelter,131,Room Based Capacity,NA,NA,131,100
2024,2024-01-03,Shelter,264,Bed Based Capacity,264,100,NA,NA
2024,2024-01-03,Motel/Hotel Shelter,93,Room Based Capacity,NA,NA,52,100
2024,2024-01-03,Shelter,52,Bed Based Capacity,52,100,NA,NA
2024,2024-01-03,Shelter,46,Bed Based Capacity,46,100,NA,NA
2024,2024-01-03,Shelter,37,Bed Based Capacity,37,100,NA,NA
2024,2024-01-03,Shelter,71,Bed Based Capacity,71,100,NA,NA
2024,2024-01-03,24-Hour Respite Site,49,Bed Based Capacity,50,98,NA,NA
2024,2024-01-03,Shelter,12,Room Based Capacity,NA,NA,4,100
2024,2024-01-03,Shelter,6,Bed Based Capacity,6,100,NA,NA
2024,2024-01-03,Shelter,35,Bed Based Capacity,35,100,NA,NA
2024,2024-01-03,24-Hour Respite Site,32,Bed Based Capacity,32,100,NA,NA
2024,2024-01-03,Shelter,12,Bed Based Capacity,12,100,NA,NA
2024,2024-01-03,Shelter,85,Room Based Capacity,NA,NA,27,100
2024,2024-01-03,Shelter,40,Bed Based Capacity,40,100,NA,NA
2024,2024-01-03,Shelter,25,Bed Based Capacity,25,100,NA,NA
2024,2024-01-03,Shelter,30,Bed Based Capacity,30,100,NA,NA
2024,2024-01-03,Shelter,31,Bed Based Capacity,31,100,NA,NA
2024,2024-01-03,Shelter,28,Bed Based Capacity,28,100,NA,NA
2024,2024-01-03,Shelter,27,Bed Based Capacity,27,100,NA,NA
2024,2024-01-03,Shelter,32,Bed Based Capacity,33,96.97,NA,NA
2024,2024-01-03,Shelter,19,Bed Based Capacity,20,95,NA,NA
2024,2024-01-03,Shelter,10,Bed Based Capacity,10,100,NA,NA
2024,2024-01-03,Shelter,40,Bed Based Capacity,41,97.56,NA,NA
2024,2024-01-04,Motel/Hotel Shelter,654,Room Based Capacity,NA,NA,150,100
2024,2024-01-04,Motel/Hotel Shelter,113,Room Based Capacity,NA,NA,57,100
2024,2024-01-04,Shelter,8,Bed Based Capacity,8,100,NA,NA
2024,2024-01-04,Motel/Hotel Shelter,202,Room Based Capacity,NA,NA,67,100
2024,2024-01-04,Motel/Hotel Shelter,509,Room Based Capacity,NA,NA,161,100
2024,2024-01-04,Motel/Hotel Shelter,156,Room Based Capacity,NA,NA,144,100
2024,2024-01-04,Motel/Hotel Shelter,39,Room Based Capacity,NA,NA,39,100
2024,2024-01-04,Shelter,42,Bed Based Capacity,42,100,NA,NA
2024,2024-01-04,Shelter,30,Bed Based Capacity,30,100,NA,NA
2024,2024-01-04,Warming Centre,23,Bed Based Capacity,23,100,NA,NA
2024,2024-01-04,Shelter,71,Room Based Capacity,NA,NA,30,100
2024,2024-01-04,Shelter,221,Room Based Capacity,NA,NA,64,100
2024,2024-01-04,Motel/Hotel Shelter,24,Room Based Capacity,NA,NA,12,100
2024,2024-01-04,Motel/Hotel Shelter,82,Room Based Capacity,NA,NA,82,100
2024,2024-01-04,Motel/Hotel Shelter,28,Room Based Capacity,NA,NA,15,100
2024,2024-01-04,Motel/Hotel Shelter,74,Room Based Capacity,NA,NA,74,100
2024,2024-01-04,Shelter,13,Bed Based Capacity,18,72.22,NA,NA
2024,2024-01-04,Motel/Hotel Shelter,103,Room Based Capacity,NA,NA,103,100
2024,2024-01-04,Shelter,144,Room Based Capacity,NA,NA,43,100
2024,2024-01-04,Motel/Hotel Shelter,137,Room Based Capacity,NA,NA,48,100
2024,2024-01-04,Motel/Hotel Shelter,50,Room Based Capacity,NA,NA,20,100
2024,2024-01-04,Shelter,60,Bed Based Capacity,68,88.24,NA,NA
2024,2024-01-04,Motel/Hotel Shelter,68,Room Based Capacity,NA,NA,69,94.2
2024,2024-01-04,Shelter,46,Bed Based Capacity,48,95.83,NA,NA
2024,2024-01-04,Shelter,101,Bed Based Capacity,101,100,NA,NA
2024,2024-01-04,Shelter,82,Room Based Capacity,NA,NA,33,100
2024,2024-01-04,Warming Centre,48,Bed Based Capacity,48,100,NA,NA
2024,2024-01-04,Motel/Hotel Shelter,149,Room Based Capacity,NA,NA,132,100
2024,2024-01-04,Isolation/Recovery Site,17,Room Based Capacity,NA,NA,16,100
2024,2024-01-04,Shelter,92,Bed Based Capacity,93,98.92,NA,NA
2024,2024-01-04,Shelter,62,Bed Based Capacity,62,100,NA,NA
2024,2024-01-04,Shelter,66,Bed Based Capacity,67,98.51,NA,NA
2024,2024-01-04,Shelter,119,Bed Based Capacity,119,100,NA,NA
2024,2024-01-04,Shelter,29,Bed Based Capacity,36,80.56,NA,NA
2024,2024-01-04,Shelter,16,Bed Based Capacity,16,100,NA,NA
2024,2024-01-04,Shelter,53,Bed Based Capacity,53,100,NA,NA
2024,2024-01-04,Shelter,105,Bed Based Capacity,106,99.06,NA,NA
2024,2024-01-04,Shelter,34,Bed Based Capacity,35,97.14,NA,NA
2024,2024-01-04,Motel/Hotel Shelter,66,Room Based Capacity,NA,NA,65,96.92
2024,2024-01-04,Shelter,88,Bed Based Capacity,88,100,NA,NA
2024,2024-01-04,Shelter,28,Bed Based Capacity,28,100,NA,NA
2024,2024-01-04,Shelter,1,Bed Based Capacity,2,50,NA,NA
2024,2024-01-04,Shelter,94,Bed Based Capacity,94,100,NA,NA
2024,2024-01-04,24-Hour Respite Site,30,Bed Based Capacity,30,100,NA,NA
2024,2024-01-04,Shelter,26,Bed Based Capacity,28,92.86,NA,NA
2024,2024-01-04,24-Hour Respite Site,78,Bed Based Capacity,78,100,NA,NA
2024,2024-01-04,24-Hour Respite Site,118,Bed Based Capacity,119,99.16,NA,NA
2024,2024-01-04,24-Hour Respite Site,50,Bed Based Capacity,50,100,NA,NA
2024,2024-01-04,Motel/Hotel Shelter,84,Room Based Capacity,NA,NA,83,97.59
2024,2024-01-04,Shelter,61,Bed Based Capacity,61,100,NA,NA
2024,2024-01-04,Shelter,30,Bed Based Capacity,30,100,NA,NA
2024,2024-01-04,Warming Centre,46,Bed Based Capacity,46,100,NA,NA
2024,2024-01-04,Shelter,49,Bed Based Capacity,50,98,NA,NA
2024,2024-01-04,Shelter,40,Bed Based Capacity,40,100,NA,NA
2024,2024-01-04,Motel/Hotel Shelter,46,Room Based Capacity,NA,NA,46,100
2024,2024-01-04,Shelter,5,Bed Based Capacity,5,100,NA,NA
2024,2024-01-04,Shelter,7,Bed Based Capacity,11,63.64,NA,NA
2024,2024-01-04,Shelter,36,Bed Based Capacity,37,97.3,NA,NA
2024,2024-01-04,Shelter,23,Bed Based Capacity,25,92,NA,NA
2024,2024-01-04,24-Hour Women's Drop-in,52,Bed Based Capacity,52,100,NA,NA
2024,2024-01-04,Shelter,36,Bed Based Capacity,36,100,NA,NA
2024,2024-01-04,Shelter,69,Bed Based Capacity,70,98.57,NA,NA
2024,2024-01-04,Motel/Hotel Shelter,279,Room Based Capacity,NA,NA,264,100
2024,2024-01-04,24-Hour Respite Site,60,Bed Based Capacity,70,85.71,NA,NA
2024,2024-01-04,24-Hour Respite Site,113,Bed Based Capacity,116,97.41,NA,NA
2024,2024-01-04,24-Hour Respite Site,60,Bed Based Capacity,60,100,NA,NA
2024,2024-01-04,Shelter,6,Bed Based Capacity,6,100,NA,NA
2024,2024-01-04,Shelter,26,Bed Based Capacity,26,100,NA,NA
2024,2024-01-04,Shelter,24,Bed Based Capacity,25,96,NA,NA
2024,2024-01-04,Shelter,35,Bed Based Capacity,35,100,NA,NA
2024,2024-01-04,Shelter,4,Bed Based Capacity,5,80,NA,NA
2024,2024-01-04,Motel/Hotel Shelter,47,Room Based Capacity,NA,NA,47,100
2024,2024-01-04,Shelter,61,Bed Based Capacity,61,100,NA,NA
2024,2024-01-04,Shelter,111,Bed Based Capacity,111,100,NA,NA
2024,2024-01-04,Shelter,34,Bed Based Capacity,34,100,NA,NA
2024,2024-01-04,Shelter,66,Bed Based Capacity,66,100,NA,NA
2024,2024-01-04,24-Hour Respite Site,73,Bed Based Capacity,73,100,NA,NA
2024,2024-01-04,Shelter,89,Bed Based Capacity,89,100,NA,NA
2024,2024-01-04,Motel/Hotel Shelter,7,Room Based Capacity,NA,NA,7,100
2024,2024-01-04,Shelter,278,Bed Based Capacity,278,100,NA,NA
2024,2024-01-04,Shelter,132,Bed Based Capacity,132,100,NA,NA
2024,2024-01-04,Alternative Space Protocol,6,Bed Based Capacity,6,100,NA,NA
2024,2024-01-04,Alternative Space Protocol,4,Bed Based Capacity,4,100,NA,NA
2024,2024-01-04,Motel/Hotel Shelter,384,Room Based Capacity,NA,NA,323,100
2024,2024-01-04,24-Hour Respite Site,32,Bed Based Capacity,32,100,NA,NA
2024,2024-01-04,Motel/Hotel Shelter,328,Room Based Capacity,NA,NA,164,100
2024,2024-01-04,Shelter,19,Bed Based Capacity,19,100,NA,NA
2024,2024-01-04,Shelter,81,Bed Based Capacity,81,100,NA,NA
2024,2024-01-04,Shelter,49,Bed Based Capacity,49,100,NA,NA
2024,2024-01-04,Shelter,45,Bed Based Capacity,45,100,NA,NA
2024,2024-01-04,Shelter,23,Bed Based Capacity,23,100,NA,NA
2024,2024-01-04,24-Hour Respite Site,30,Bed Based Capacity,30,100,NA,NA
2024,2024-01-04,Shelter,54,Bed Based Capacity,54,100,NA,NA
2024,2024-01-04,Shelter,15,Bed Based Capacity,17,88.24,NA,NA
2024,2024-01-04,Shelter,11,Bed Based Capacity,12,91.67,NA,NA
2024,2024-01-04,Shelter,12,Bed Based Capacity,15,80,NA,NA
2024,2024-01-04,24-Hour Women's Drop-in,16,Bed Based Capacity,16,100,NA,NA
2024,2024-01-04,Shelter,20,Bed Based Capacity,20,100,NA,NA
2024,2024-01-04,Shelter,31,Bed Based Capacity,31,100,NA,NA
2024,2024-01-04,Shelter,39,Bed Based Capacity,39,100,NA,NA
2024,2024-01-04,Shelter,30,Bed Based Capacity,30,100,NA,NA
2024,2024-01-04,24-Hour Respite Site,72,Bed Based Capacity,72,100,NA,NA
2024,2024-01-04,Motel/Hotel Shelter,30,Room Based Capacity,NA,NA,30,100
2024,2024-01-04,Shelter,30,Bed Based Capacity,30,100,NA,NA
2024,2024-01-04,Motel/Hotel Shelter,47,Room Based Capacity,NA,NA,33,100
2024,2024-01-04,Shelter,223,Room Based Capacity,NA,NA,77,98.7
2024,2024-01-04,Shelter,94,Bed Based Capacity,94,100,NA,NA
2024,2024-01-04,Shelter,77,Room Based Capacity,NA,NA,27,92.59
2024,2024-01-04,Shelter,85,Bed Based Capacity,85,100,NA,NA
2024,2024-01-04,Motel/Hotel Shelter,98,Room Based Capacity,NA,NA,53,100
2024,2024-01-04,Shelter,78,Bed Based Capacity,78,100,NA,NA
2024,2024-01-04,Motel/Hotel Shelter,131,Room Based Capacity,NA,NA,131,100
2024,2024-01-04,Shelter,264,Bed Based Capacity,264,100,NA,NA
2024,2024-01-04,Motel/Hotel Shelter,93,Room Based Capacity,NA,NA,52,100
2024,2024-01-04,Shelter,52,Bed Based Capacity,52,100,NA,NA
2024,2024-01-04,Shelter,46,Bed Based Capacity,46,100,NA,NA
2024,2024-01-04,Shelter,37,Bed Based Capacity,37,100,NA,NA
2024,2024-01-04,Shelter,71,Bed Based Capacity,71,100,NA,NA
2024,2024-01-04,24-Hour Respite Site,50,Bed Based Capacity,50,100,NA,NA
2024,2024-01-04,Shelter,12,Room Based Capacity,NA,NA,4,100
2024,2024-01-04,Shelter,6,Bed Based Capacity,6,100,NA,NA
2024,2024-01-04,Shelter,35,Bed Based Capacity,35,100,NA,NA
2024,2024-01-04,24-Hour Respite Site,31,Bed Based Capacity,32,96.88,NA,NA
2024,2024-01-04,Shelter,12,Bed Based Capacity,12,100,NA,NA
2024,2024-01-04,Shelter,85,Room Based Capacity,NA,NA,27,100
2024,2024-01-04,Shelter,40,Bed Based Capacity,40,100,NA,NA
2024,2024-01-04,Shelter,25,Bed Based Capacity,25,100,NA,NA
2024,2024-01-04,Shelter,30,Bed Based Capacity,30,100,NA,NA
2024,2024-01-04,Shelter,31,Bed Based Capacity,31,100,NA,NA
2024,2024-01-04,Shelter,28,Bed Based Capacity,28,100,NA,NA
2024,2024-01-04,Shelter,27,Bed Based Capacity,27,100,NA,NA
2024,2024-01-04,Shelter,33,Bed Based Capacity,33,100,NA,NA
2024,2024-01-04,Shelter,19,Bed Based Capacity,20,95,NA,NA
2024,2024-01-04,Shelter,10,Bed Based Capacity,10,100,NA,NA
2024,2024-01-04,Shelter,40,Bed Based Capacity,41,97.56,NA,NA
2024,2024-01-05,Motel/Hotel Shelter,648,Room Based Capacity,NA,NA,149,100
2024,2024-01-05,Motel/Hotel Shelter,113,Room Based Capacity,NA,NA,57,100
2024,2024-01-05,Shelter,8,Bed Based Capacity,8,100,NA,NA
2024,2024-01-05,Motel/Hotel Shelter,204,Room Based Capacity,NA,NA,68,100
2024,2024-01-05,Motel/Hotel Shelter,511,Room Based Capacity,NA,NA,162,100
2024,2024-01-05,Motel/Hotel Shelter,156,Room Based Capacity,NA,NA,144,100
2024,2024-01-05,Motel/Hotel Shelter,39,Room Based Capacity,NA,NA,39,100
2024,2024-01-05,Shelter,42,Bed Based Capacity,42,100,NA,NA
2024,2024-01-05,Shelter,30,Bed Based Capacity,30,100,NA,NA
2024,2024-01-05,Warming Centre,22,Bed Based Capacity,23,95.65,NA,NA
2024,2024-01-05,Shelter,71,Room Based Capacity,NA,NA,30,100
2024,2024-01-05,Shelter,221,Room Based Capacity,NA,NA,64,100
2024,2024-01-05,Motel/Hotel Shelter,24,Room Based Capacity,NA,NA,12,100
2024,2024-01-05,Motel/Hotel Shelter,81,Room Based Capacity,NA,NA,82,98.78
2024,2024-01-05,Motel/Hotel Shelter,28,Room Based Capacity,NA,NA,15,100
2024,2024-01-05,Motel/Hotel Shelter,74,Room Based Capacity,NA,NA,75,98.67
2024,2024-01-05,Shelter,13,Bed Based Capacity,18,72.22,NA,NA
2024,2024-01-05,Motel/Hotel Shelter,103,Room Based Capacity,NA,NA,103,100
2024,2024-01-05,Shelter,144,Room Based Capacity,NA,NA,43,100
2024,2024-01-05,Motel/Hotel Shelter,136,Room Based Capacity,NA,NA,48,100
2024,2024-01-05,Motel/Hotel Shelter,50,Room Based Capacity,NA,NA,20,100
2024,2024-01-05,Shelter,63,Bed Based Capacity,68,92.65,NA,NA
2024,2024-01-05,Motel/Hotel Shelter,68,Room Based Capacity,NA,NA,69,94.2
2024,2024-01-05,Shelter,46,Bed Based Capacity,48,95.83,NA,NA
2024,2024-01-05,Shelter,101,Bed Based Capacity,101,100,NA,NA
2024,2024-01-05,Shelter,82,Room Based Capacity,NA,NA,33,100
2024,2024-01-05,Warming Centre,44,Bed Based Capacity,48,91.67,NA,NA
2024,2024-01-05,Motel/Hotel Shelter,149,Room Based Capacity,NA,NA,132,100
2024,2024-01-05,Isolation/Recovery Site,15,Room Based Capacity,NA,NA,15,100
2024,2024-01-05,Shelter,92,Bed Based Capacity,93,98.92,NA,NA
2024,2024-01-05,Shelter,62,Bed Based Capacity,62,100,NA,NA
2024,2024-01-05,Shelter,67,Bed Based Capacity,67,100,NA,NA
2024,2024-01-05,Shelter,119,Bed Based Capacity,119,100,NA,NA
2024,2024-01-05,Shelter,30,Bed Based Capacity,36,83.33,NA,NA
2024,2024-01-05,Shelter,16,Bed Based Capacity,16,100,NA,NA
2024,2024-01-05,Shelter,53,Bed Based Capacity,53,100,NA,NA
2024,2024-01-05,Shelter,105,Bed Based Capacity,105,100,NA,NA
2024,2024-01-05,Shelter,33,Bed Based Capacity,35,94.29,NA,NA
2024,2024-01-05,Motel/Hotel Shelter,65,Room Based Capacity,NA,NA,65,95.38
2024,2024-01-05,Shelter,88,Bed Based Capacity,88,100,NA,NA
2024,2024-01-05,Shelter,28,Bed Based Capacity,28,100,NA,NA
2024,2024-01-05,Shelter,1,Bed Based Capacity,2,50,NA,NA
2024,2024-01-05,Shelter,94,Bed Based Capacity,94,100,NA,NA
2024,2024-01-05,24-Hour Respite Site,29,Bed Based Capacity,30,96.67,NA,NA
2024,2024-01-05,Shelter,27,Bed Based Capacity,28,96.43,NA,NA
2024,2024-01-05,24-Hour Respite Site,78,Bed Based Capacity,78,100,NA,NA
2024,2024-01-05,24-Hour Respite Site,118,Bed Based Capacity,119,99.16,NA,NA
2024,2024-01-05,24-Hour Respite Site,50,Bed Based Capacity,50,100,NA,NA
2024,2024-01-05,Motel/Hotel Shelter,84,Room Based Capacity,NA,NA,83,97.59
2024,2024-01-05,Shelter,62,Bed Based Capacity,62,100,NA,NA
2024,2024-01-05,Shelter,30,Bed Based Capacity,30,100,NA,NA
2024,2024-01-05,Warming Centre,30,Bed Based Capacity,31,96.77,NA,NA
2024,2024-01-05,Shelter,49,Bed Based Capacity,50,98,NA,NA
2024,2024-01-05,Shelter,40,Bed Based Capacity,40,100,NA,NA
2024,2024-01-05,Motel/Hotel Shelter,45,Room Based Capacity,NA,NA,46,97.83
2024,2024-01-05,Shelter,5,Bed Based Capacity,5,100,NA,NA
2024,2024-01-05,Shelter,7,Bed Based Capacity,11,63.64,NA,NA
2024,2024-01-05,Shelter,37,Bed Based Capacity,37,100,NA,NA
2024,2024-01-05,Shelter,23,Bed Based Capacity,25,92,NA,NA
2024,2024-01-05,24-Hour Women's Drop-in,52,Bed Based Capacity,52,100,NA,NA
2024,2024-01-05,Shelter,36,Bed Based Capacity,36,100,NA,NA
2024,2024-01-05,Shelter,70,Bed Based Capacity,70,100,NA,NA
2024,2024-01-05,Motel/Hotel Shelter,282,Room Based Capacity,NA,NA,267,100
2024,2024-01-05,24-Hour Respite Site,63,Bed Based Capacity,70,90,NA,NA
2024,2024-01-05,24-Hour Respite Site,115,Bed Based Capacity,116,99.14,NA,NA
2024,2024-01-05,24-Hour Respite Site,57,Bed Based Capacity,58,98.28,NA,NA
2024,2024-01-05,Shelter,6,Bed Based Capacity,6,100,NA,NA
2024,2024-01-05,Shelter,25,Bed Based Capacity,26,96.15,NA,NA
2024,2024-01-05,Shelter,23,Bed Based Capacity,25,92,NA,NA
2024,2024-01-05,Shelter,35,Bed Based Capacity,35,100,NA,NA
2024,2024-01-05,Shelter,4,Bed Based Capacity,5,80,NA,NA
2024,2024-01-05,Motel/Hotel Shelter,47,Room Based Capacity,NA,NA,47,100
2024,2024-01-05,Shelter,61,Bed Based Capacity,61,100,NA,NA
2024,2024-01-05,Shelter,110,Bed Based Capacity,110,100,NA,NA
2024,2024-01-05,Shelter,34,Bed Based Capacity,34,100,NA,NA
2024,2024-01-05,Shelter,66,Bed Based Capacity,66,100,NA,NA
2024,2024-01-05,24-Hour Respite Site,73,Bed Based Capacity,74,98.65,NA,NA
2024,2024-01-05,Shelter,89,Bed Based Capacity,89,100,NA,NA
2024,2024-01-05,Motel/Hotel Shelter,7,Room Based Capacity,NA,NA,7,100
2024,2024-01-05,Shelter,278,Bed Based Capacity,278,100,NA,NA
2024,2024-01-05,Shelter,132,Bed Based Capacity,132,100,NA,NA
2024,2024-01-05,Alternative Space Protocol,6,Bed Based Capacity,6,100,NA,NA
2024,2024-01-05,Alternative Space Protocol,4,Bed Based Capacity,4,100,NA,NA
2024,2024-01-05,Motel/Hotel Shelter,384,Room Based Capacity,NA,NA,323,100
2024,2024-01-05,24-Hour Respite Site,36,Bed Based Capacity,36,100,NA,NA
2024,2024-01-05,Motel/Hotel Shelter,326,Room Based Capacity,NA,NA,164,100
2024,2024-01-05,Shelter,19,Bed Based Capacity,19,100,NA,NA
2024,2024-01-05,Shelter,85,Bed Based Capacity,85,100,NA,NA
2024,2024-01-05,Shelter,49,Bed Based Capacity,49,100,NA,NA
2024,2024-01-05,Shelter,45,Bed Based Capacity,45,100,NA,NA
2024,2024-01-05,Shelter,23,Bed Based Capacity,23,100,NA,NA
2024,2024-01-05,24-Hour Respite Site,30,Bed Based Capacity,30,100,NA,NA
2024,2024-01-05,Shelter,54,Bed Based Capacity,54,100,NA,NA
2024,2024-01-05,Shelter,15,Bed Based Capacity,17,88.24,NA,NA
2024,2024-01-05,Shelter,11,Bed Based Capacity,12,91.67,NA,NA
2024,2024-01-05,Shelter,12,Bed Based Capacity,15,80,NA,NA
2024,2024-01-05,24-Hour Women's Drop-in,16,Bed Based Capacity,16,100,NA,NA
2024,2024-01-05,Shelter,20,Bed Based Capacity,20,100,NA,NA
2024,2024-01-05,Shelter,31,Bed Based Capacity,31,100,NA,NA
2024,2024-01-05,Shelter,39,Bed Based Capacity,39,100,NA,NA
2024,2024-01-05,Shelter,30,Bed Based Capacity,30,100,NA,NA
2024,2024-01-05,24-Hour Respite Site,71,Bed Based Capacity,72,98.61,NA,NA
2024,2024-01-05,Motel/Hotel Shelter,30,Room Based Capacity,NA,NA,30,100
2024,2024-01-05,Shelter,30,Bed Based Capacity,30,100,NA,NA
2024,2024-01-05,Motel/Hotel Shelter,47,Room Based Capacity,NA,NA,33,100
2024,2024-01-05,Shelter,225,Room Based Capacity,NA,NA,77,100
2024,2024-01-05,Shelter,94,Bed Based Capacity,94,100,NA,NA
2024,2024-01-05,Shelter,77,Room Based Capacity,NA,NA,27,92.59
2024,2024-01-05,Shelter,85,Bed Based Capacity,85,100,NA,NA
2024,2024-01-05,Motel/Hotel Shelter,98,Room Based Capacity,NA,NA,53,100
2024,2024-01-05,Shelter,78,Bed Based Capacity,78,100,NA,NA
2024,2024-01-05,Motel/Hotel Shelter,130,Room Based Capacity,NA,NA,131,99.24
2024,2024-01-05,Shelter,264,Bed Based Capacity,264,100,NA,NA
2024,2024-01-05,Motel/Hotel Shelter,93,Room Based Capacity,NA,NA,52,100
2024,2024-01-05,Shelter,52,Bed Based Capacity,52,100,NA,NA
2024,2024-01-05,Shelter,46,Bed Based Capacity,46,100,NA,NA
2024,2024-01-05,Shelter,37,Bed Based Capacity,37,100,NA,NA
2024,2024-01-05,Shelter,71,Bed Based Capacity,71,100,NA,NA
2024,2024-01-05,24-Hour Respite Site,50,Bed Based Capacity,50,100,NA,NA
2024,2024-01-05,Shelter,12,Room Based Capacity,NA,NA,4,100
2024,2024-01-05,Shelter,6,Bed Based Capacity,6,100,NA,NA
2024,2024-01-05,Shelter,35,Bed Based Capacity,35,100,NA,NA
2024,2024-01-05,24-Hour Respite Site,32,Bed Based Capacity,32,100,NA,NA
2024,2024-01-05,Shelter,12,Bed Based Capacity,12,100,NA,NA
2024,2024-01-05,Shelter,85,Room Based Capacity,NA,NA,27,100
2024,2024-01-05,Shelter,40,Bed Based Capacity,40,100,NA,NA
2024,2024-01-05,Shelter,25,Bed Based Capacity,25,100,NA,NA
2024,2024-01-05,Shelter,31,Bed Based Capacity,31,100,NA,NA
2024,2024-01-05,Shelter,31,Bed Based Capacity,31,100,NA,NA
2024,2024-01-05,Shelter,28,Bed Based Capacity,28,100,NA,NA
2024,2024-01-05,Shelter,27,Bed Based Capacity,27,100,NA,NA
2024,2024-01-05,Shelter,33,Bed Based Capacity,33,100,NA,NA
2024,2024-01-05,Shelter,19,Bed Based Capacity,20,95,NA,NA
2024,2024-01-05,Shelter,10,Bed Based Capacity,10,100,NA,NA
2024,2024-01-05,Shelter,40,Bed Based Capacity,41,97.56,NA,NA
2024,2024-01-06,Motel/Hotel Shelter,648,Room Based Capacity,NA,NA,149,100
2024,2024-01-06,Motel/Hotel Shelter,113,Room Based Capacity,NA,NA,57,100
2024,2024-01-06,Shelter,8,Bed Based Capacity,8,100,NA,NA
2024,2024-01-06,Motel/Hotel Shelter,204,Room Based Capacity,NA,NA,68,100
2024,2024-01-06,Motel/Hotel Shelter,511,Room Based Capacity,NA,NA,162,100
2024,2024-01-06,Motel/Hotel Shelter,156,Room Based Capacity,NA,NA,144,100
2024,2024-01-06,Motel/Hotel Shelter,39,Room Based Capacity,NA,NA,39,100
2024,2024-01-06,Shelter,42,Bed Based Capacity,42,100,NA,NA
2024,2024-01-06,Shelter,30,Bed Based Capacity,30,100,NA,NA
2024,2024-01-06,Warming Centre,19,Bed Based Capacity,20,95,NA,NA
2024,2024-01-06,Shelter,71,Room Based Capacity,NA,NA,30,100
2024,2024-01-06,Shelter,221,Room Based Capacity,NA,NA,64,100
2024,2024-01-06,Motel/Hotel Shelter,24,Room Based Capacity,NA,NA,12,100
2024,2024-01-06,Motel/Hotel Shelter,81,Room Based Capacity,NA,NA,82,98.78
2024,2024-01-06,Motel/Hotel Shelter,28,Room Based Capacity,NA,NA,15,100
2024,2024-01-06,Motel/Hotel Shelter,75,Room Based Capacity,NA,NA,75,100
2024,2024-01-06,Shelter,12,Bed Based Capacity,18,66.67,NA,NA
2024,2024-01-06,Motel/Hotel Shelter,103,Room Based Capacity,NA,NA,103,100
2024,2024-01-06,Shelter,141,Room Based Capacity,NA,NA,42,100
2024,2024-01-06,Motel/Hotel Shelter,129,Room Based Capacity,NA,NA,47,97.87
2024,2024-01-06,Motel/Hotel Shelter,48,Room Based Capacity,NA,NA,19,100
2024,2024-01-06,Shelter,63,Bed Based Capacity,68,92.65,NA,NA
